,name,company,year,price,kms_driven,fuel_type
37771,Honda Civic,Honda ,2011,1745000,96000,Petrol
37772,Honda Vezel,Honda ,2016,3600000,70000,Hybrid
37773,Mazda Carol,Mazda ,2017,750000,90000,Petrol
37774,Suzuki Swift,Suzuki ,2018,1830000,17000,Petrol
37775,Toyota Corolla,Toyota ,1998,1250000,90000,Petrol
37776,Suzuki Alto,Suzuki ,2009,665000,100000,Petrol
37777,Daihatsu Mira,Daihatsu ,2016,1490000,91000,Petrol
37778,Toyota Corolla,Toyota ,2011,1700000,128000,Petrol
37779,Toyota Corolla,Toyota ,2005,1150000,159600,Diesel
37780,Suzuki Mehran,Suzuki ,2005,420000,60000,Petrol
37781,Honda City,Honda ,2014,1900000,130000,Petrol
37782,Suzuki Bolan,Suzuki ,2016,910000,39000,Petrol
37783,Suzuki Potohar,Suzuki ,2006,850000,70000,Petrol
37784,Suzuki Every,Suzuki ,2013,820000,120000,Petrol
37785,Toyota Corolla,Toyota ,2001,1025000,168032,Petrol
37786,Suzuki Mehran,Suzuki ,1992,310000,100000,Petrol
37787,Nissan Clipper,Nissan ,2015,1550000,22000,Petrol
37788,Toyota Prius,Toyota ,2015,3600000,92000,Hybrid
37789,Honda Vezel,Honda ,2014,3450000,93000,Petrol
37790,Suzuki Mehran,Suzuki ,2016,745000,62000,Petrol
37791,Nissan Clipper,Nissan ,2013,1150000,30000,Petrol
37792,Suzuki Alto,Suzuki ,2009,600000,90000,Petrol
37793,Suzuki Alto,Suzuki ,2011,880000,191000,Petrol
37794,Honda City,Honda ,2008,1100000,140000,Petrol
37795,Honda Civic,Honda ,2005,950000,150000,Petrol
37796,Suzuki Khyber,Suzuki ,1997,400000,120000,Petrol
37797,Daihatsu Mira,Daihatsu ,2016,2000000,15000,Petrol
37798,Suzuki Alto,Suzuki ,2015,1650000,80000,Petrol
37799,Daihatsu Cuore,Daihatsu ,2009,760000,152000,Petrol
37800,Honda Civic,Honda ,2015,2250000,75800,Petrol
37801,Honda Civic,Honda ,2014,2425000,85000,Petrol
37802,Suzuki Mehran,Suzuki ,2004,420000,165032,Petrol
37803,Suzuki Alto,Suzuki ,2010,730000,123489,Petrol
37804,Hyundai Santro,Hyundai ,2004,625000,163000,Petrol
37805,Suzuki Alto,Suzuki ,2010,700000,40000,Petrol
37806,Honda Civic,Honda ,1997,580000,319199,Petrol
37807,Toyota Surf,Toyota ,1996,1850000,100500,Petrol
37808,Suzuki Cultus,Suzuki ,2006,650000,120000,Petrol
37809,Toyota Corolla,Toyota ,2015,1850000,150000,Petrol
37810,Toyota Belta,Toyota ,2010,1530000,101500,Petrol
37811,Suzuki Wagon,Suzuki ,2017,1390000,55000,Petrol
37812,Toyota Corolla,Toyota ,2018,2550000,44000,Petrol
37813,Honda Jade,Honda ,2015,3500000,35000,Hybrid
37814,Toyota Corolla,Toyota ,1999,689000,100000,Diesel
37815,Toyota Vitz,Toyota ,2018,1600000,8000,Petrol
37816,Suzuki Hustler,Suzuki ,2016,1825000,12000,Petrol
37817,Mercedes Benz,Mercedes ,2015,12500000,39000,Hybrid
37818,Suzuki Mehran,Suzuki ,2018,900000,45000,Petrol
37819,Suzuki Wagon,Suzuki ,2019,1620000,16900,Petrol
37820,Suzuki Margalla,Suzuki ,1993,420000,150000,Petrol
37821,Hyundai Santro,Hyundai ,2005,545000,80000,Petrol
37822,Suzuki Alto,Suzuki ,2008,510000,95000,Petrol
37823,Suzuki Cultus,Suzuki ,2007,700000,100000,Petrol
37824,Toyota Corolla,Toyota ,2017,2650000,52000,Petrol
37825,Suzuki Cultus,Suzuki ,2006,520000,82336,Petrol
37826,Toyota Corolla,Toyota ,2010,1300000,100000,Petrol
37827,Toyota Prius,Toyota ,2010,2200000,91000,Petrol
37828,Toyota Prius,Toyota ,2013,2930000,150000,Petrol
37829,Suzuki Swift,Suzuki ,2012,1300000,94000,Petrol
37830,Suzuki Mehran,Suzuki ,2008,350000,96000,Petrol
37831,Honda City,Honda ,2010,1485000,100000,Petrol
37832,Suzuki Sx4,Suzuki ,2009,2384000,52000,Petrol
37833,Suzuki Cultus,Suzuki ,2005,570000,100608,Petrol
37834,Daihatsu Cuore,Daihatsu ,2007,950000,52000,Petrol
37835,Suzuki Mehran,Suzuki ,2017,900000,50000,Petrol
37836,Suzuki Mehran,Suzuki ,2014,670000,90000,Petrol
37837,Toyota Corolla,Toyota ,2009,1800000,98000,Petrol
37838,Suzuki Alto,Suzuki ,2009,650000,44000,Petrol
37839,Toyota Corolla,Toyota ,2016,2200000,70000,Petrol
37840,Honda Civic,Honda ,1997,560000,100000,Petrol
37841,Toyota Hilux,Toyota ,1991,1350000,200000,Diesel
37842,Honda Civic,Honda ,1997,3600000,65000,Petrol
37843,Suzuki Wagon,Suzuki ,2019,750000,47000,Petrol
37844,Toyota Corolla,Toyota ,2003,930000,100000,Diesel
37845,Toyota Corolla,Toyota ,2013,1895000,80000,Petrol
37846,Suzuki Bolan,Suzuki ,2015,760000,175000,Petrol
37847,Suzuki Mehran,Suzuki ,2018,920000,29000,Petrol
37848,Suzuki Baleno,Suzuki ,1999,510000,175000,Petrol
37849,Toyota Corolla,Toyota ,2017,3200000,37300,Petrol
37850,Suzuki Mehran,Suzuki ,2019,950000,15350,Petrol
37851,Toyota Corolla,Toyota ,2013,2375000,95000,Petrol
37852,Suzuki Jimny,Suzuki ,2014,2000000,72537,Petrol
37853,Toyota Corolla,Toyota ,2019,2650000,6000,Petrol
37854,Suzuki Wagon,Suzuki ,2018,1540000,30300,Petrol
37855,Honda Accord,Honda ,2006,3350000,56000,Petrol
37856,Toyota Vitz,Toyota ,2012,1750000,127000,Petrol
37857,Honda City,Honda ,2019,2295000,21200,Petrol
37858,Toyota Vitz,Toyota ,2017,2475000,44000,Petrol
37859,Suzuki Alto,Suzuki ,2012,2384000,77800,Petrol
37860,Suzuki Alto,Suzuki ,2016,1490000,48000,Petrol
37861,Toyota Corolla,Toyota ,2011,1400000,215000,Petrol
37862,Suzuki Ciaz,Suzuki ,2019,2350000,29522,Petrol
37863,Suzuki Alto,Suzuki ,2013,1330000,107000,Petrol
37864,Suzuki Mehran,Suzuki ,2017,2384000,12000,Petrol
37865,Suzuki Mehran,Suzuki ,2018,2384000,31200,Petrol
37866,Suzuki Alto,Suzuki ,2009,665000,100000,Petrol
37867,Toyota Corolla,Toyota ,2011,1425000,245870,Petrol
37868,Toyota Land,Toyota ,2015,29800000,5858,Petrol
37869,Suzuki Ravi,Suzuki ,2008,430000,50000,Petrol
37870,Toyota Vitz,Toyota ,2014,1890000,112000,Petrol
37871,Suzuki Cultus,Suzuki ,2012,960000,80000,Petrol
37872,Toyota Corolla,Toyota ,2015,2280000,50000,Petrol
37873,Suzuki Bolan,Suzuki ,2015,550000,50000,Petrol
37874,Honda City,Honda ,2016,2025000,80000,Petrol
37875,Honda City,Honda ,2017,2100000,60000,Petrol
37876,Suzuki Mehran,Suzuki ,2010,485000,40000,Petrol
37877,Toyota Prius,Toyota ,2014,3000000,131000,Petrol
37878,Hyundai Santro,Hyundai ,2004,510000,124502,Petrol
37879,Suzuki Mehran,Suzuki ,2011,580000,80000,Petrol
37880,Suzuki Bolan,Suzuki ,2015,550000,50000,Petrol
37881,Toyota Corolla,Toyota ,2011,1550000,234000,Petrol
37882,Toyota Corolla,Toyota ,2007,2250000,210000,Petrol
37883,Suzuki Bolan,Suzuki ,2012,750000,60000,Petrol
37884,Suzuki Bolan,Suzuki ,2012,750000,60000,Petrol
37885,Toyota Corolla,Toyota ,2005,1130000,155558,Petrol
37886,Toyota Corolla,Toyota ,2009,1380000,200000,Petrol
37887,Suzuki Ravi,Suzuki ,2008,430000,50000,Petrol
37888,Suzuki MR,Suzuki ,2018,875000,75000,Petrol
37889,Suzuki Mehran,Suzuki ,1991,175000,79000,Petrol
37890,Toyota Hilux,Toyota ,2015,5600000,70000,Petrol
37891,Suzuki Wagon,Suzuki ,2018,1540000,53200,Petrol
37892,Honda City,Honda ,1998,735000,325000,Petrol
37893,Lexus CT200h,Lexus ,2011,2950000,68000,Petrol
37894,Honda City,Honda ,2017,1300000,109000,Petrol
37895,Mercedes Benz,Mercedes ,2007,2000000,156000,Petrol
37896,Toyota Passo,Toyota ,2012,1425000,82000,Petrol
37897,Honda Civic,Honda ,2005,890000,60000,Petrol
37898,Toyota Corolla,Toyota ,2007,2150000,120000,Petrol
37899,Toyota Aqua,Toyota ,2013,2200000,180000,Petrol
37900,Toyota Corolla,Toyota ,2008,1150000,300000,Petrol
37901,Toyota Vitz,Toyota ,2017,2600000,113000,Petrol
37902,Toyota Corolla,Toyota ,2018,2680000,50000,Petrol
37903,Toyota Surf,Toyota ,1992,2000000,180000,Petrol
37904,Suzuki Bolan,Suzuki ,2013,700000,60000,Petrol
37905,Honda Fit,Honda ,2017,3200000,44000,Hybrid
37906,Suzuki Wagon,Suzuki ,2012,1320000,89000,Petrol
37907,Toyota Corolla,Toyota ,2017,2640000,70000,Petrol
37908,Toyota Corolla,Toyota ,2009,1250000,133000,Petrol
37909,Honda Civic,Honda ,2017,3300000,44000,Petrol
37910,Suzuki Cultus,Suzuki ,2009,915000,98000,Petrol
37911,Suzuki Mehran,Suzuki ,2015,750000,116000,Petrol
37912,Toyota Corolla,Toyota ,2010,1370000,100000,Diesel
37913,Toyota Prado,Toyota ,2010,13000000,52000,Petrol
37914,Honda Vezel,Honda ,2014,3100000,95000,Petrol
37915,Suzuki Mehran,Suzuki ,2004,450000,99000,Petrol
37916,Suzuki Mehran,Suzuki ,2014,750000,100000,Petrol
37917,Toyota Corolla,Toyota ,2015,2190000,83000,Petrol
37918,Toyota Corolla,Toyota ,2007,2250000,134000,Petrol
37919,Toyota Passo,Toyota ,2016,2225000,12000,Petrol
37920,Suzuki Every,Suzuki ,2014,1385000,31000,Petrol
37921,Suzuki Cultus,Suzuki ,2006,500000,50000,Petrol
37922,Suzuki Swift,Suzuki ,2017,1650000,32000,Petrol
37923,Toyota Corolla,Toyota ,1993,1200000,170000,Petrol
37924,Toyota Hilux,Toyota ,2001,1760000,150000,Petrol
37925,Suzuki Wagon,Suzuki ,2016,1350000,6300,Petrol
37926,Toyota Corolla,Toyota ,2016,2650000,44000,Petrol
37927,Honda Vezel,Honda ,2015,3680000,77000,Hybrid
37928,Toyota Prius,Toyota ,2013,2690000,65000,Petrol
37929,Toyota Corolla,Toyota ,2014,2800000,34000,Petrol
37930,Suzuki Baleno,Suzuki ,2004,725000,100000,Petrol
37931,Honda City,Honda ,2018,2500000,30000,Petrol
37932,Suzuki Alto,Suzuki ,2010,700000,100014,Petrol
37933,Toyota Prius,Toyota ,2011,1980000,125000,Hybrid
37934,Suzuki Alto,Suzuki ,2006,510000,151000,Petrol
37935,Audi A5,Audi ,2017,10500000,56312,Petrol
37936,Suzuki Liana,Suzuki ,2010,1150000,118000,Petrol
37937,Honda Civic,Honda ,2012,1850000,114000,Petrol
37938,Honda Civic,Honda ,2002,940000,80000,Petrol
37939,Toyota Estima,Toyota ,2012,6000000,70000,Petrol
37940,Daihatsu Move,Daihatsu ,2017,2200000,35070,Petrol
37941,Nissan Moco,Nissan ,2008,1025000,50000,Petrol
37942,Honda Vezel,Honda ,2016,4100000,44000,Petrol
37943,Suzuki Mehran,Suzuki ,2018,960000,23000,Petrol
37944,Suzuki Swift,Suzuki ,2017,1650000,79000,Petrol
37945,Hyundai Santro,Hyundai ,2007,675000,136000,Petrol
37946,Toyota Vitz,Toyota ,2012,1675000,92000,Petrol
37947,Daihatsu Cuore,Daihatsu ,2009,655000,184000,Petrol
37948,Honda City,Honda ,2018,2600000,59000,Petrol
37949,Toyota Corolla,Toyota ,2014,1940000,86000,Petrol
37950,Honda Civic,Honda ,1998,595000,100000,Petrol
37951,Suzuki Cultus,Suzuki ,2005,600000,59000,Petrol
37952,Toyota Corolla,Toyota ,2009,1230000,172000,Petrol
37953,Honda Civic,Honda ,2014,2520000,81000,Petrol
37954,Daihatsu Cuore,Daihatsu ,2000,475000,80000,Petrol
37955,Suzuki Wagon,Suzuki ,2017,1420000,71000,Petrol
37956,Suzuki Mehran,Suzuki ,1990,250000,120000,Petrol
37957,Honda Civic,Honda ,1996,670000,100000,Petrol
37958,Honda Fit,Honda ,2014,2250000,100000,Petrol
37959,Toyota Corolla,Toyota ,2013,2050000,39000,Petrol
37960,Toyota Hiace,Toyota ,1998,900000,168200,Petrol
37961,Toyota Corolla,Toyota ,2019,3930000,30000,Petrol
37962,Suzuki Cultus,Suzuki ,2012,870000,85000,Petrol
37963,Toyota Premio,Toyota ,2006,1950000,198000,Petrol
37964,Suzuki Margalla,Suzuki ,1995,400000,100000,Petrol
37965,Daihatsu Cuore,Daihatsu ,2007,725000,50000,Petrol
37966,Hyundai Santro,Hyundai ,2001,410000,200000,Petrol
37967,Toyota Aqua,Toyota ,2015,2750000,96000,Petrol
37968,Honda Civic,Honda ,2009,1600000,60000,Petrol
37969,Honda Civic,Honda ,2009,1600000,60000,Petrol
37970,Toyota Corolla,Toyota ,2010,1700000,100000,Petrol
37971,Suzuki Every,Suzuki ,2010,1090000,20096,Petrol
37972,Chevrolet Exclusive,Chevrolet ,2003,410000,129500,Petrol
37973,Suzuki Every,Suzuki ,2016,1550000,60000,Petrol
37974,Suzuki Wagon,Suzuki ,2017,1100000,99000,Petrol
37975,Suzuki Mehran,Suzuki ,2008,445000,81000,Petrol
37976,Toyota Corolla,Toyota ,2016,2675000,110000,Petrol
37977,Toyota Corolla,Toyota ,2011,1850000,97256,Petrol
37978,Suzuki Cultus,Suzuki ,2017,1650000,25000,Petrol
37979,FAW Sirius,FAW ,2018,1675000,102000,Petrol
37980,Suzuki Bolan,Suzuki ,2009,650000,120000,Petrol
37981,Suzuki Cultus,Suzuki ,2005,525000,79000,Petrol
37982,Mitsubishi EK,Mitsubishi ,2015,1430000,61000,Petrol
37983,Honda City,Honda ,2018,1500000,17000,Petrol
37984,Suzuki Mehran,Suzuki ,2016,900000,34000,Petrol
37985,Honda Civic,Honda ,2019,3850000,20000,Petrol
37986,Suzuki Mehran,Suzuki ,2010,540000,350350,Petrol
37987,Toyota Corolla,Toyota ,2017,2300000,113000,Petrol
37988,Honda City,Honda ,2018,2300000,39000,Petrol
37989,Daihatsu Copen,Daihatsu ,2014,1900000,37000,Petrol
37990,Toyota Hiace,Toyota ,2016,5700000,83000,Petrol
37991,Nissan Dayz,Nissan ,2015,1425000,70000,Petrol
37992,Suzuki Alto,Suzuki ,2016,1050000,185000,Petrol
37993,Toyota Passo,Toyota ,2014,1650000,60000,Petrol
37994,Suzuki Bolan,Suzuki ,2015,820000,70000,Petrol
37995,Toyota Corolla,Toyota ,2002,1550000,120000,Petrol
37996,Suzuki Mehran,Suzuki ,1991,250000,150000,Petrol
37997,Toyota Premio,Toyota ,2010,3000000,130000,Petrol
37998,Hyundai Excel,Hyundai ,1993,240000,200000,Petrol
37999,Toyota IST,Toyota ,2003,750000,138000,Petrol
38000,Mitsubishi Lancer,Mitsubishi ,2008,1350000,86000,Petrol
38001,Nissan Pino,Nissan ,2007,950000,119000,Petrol
38002,Toyota Passo,Toyota ,2016,2250000,25000,Petrol
38003,Toyota Aqua,Toyota ,2015,2740000,38100,Petrol
38004,Toyota Passo,Toyota ,2013,1350000,149500,Petrol
38005,Toyota Aqua,Toyota ,2013,2030000,105000,Petrol
38006,Suzuki Cultus,Suzuki ,2007,625000,89000,Petrol
38007,Toyota Corolla,Toyota ,2017,2320000,80000,Petrol
38008,Suzuki Mehran,Suzuki ,2005,405000,150000,Petrol
38009,Suzuki Cultus,Suzuki ,2007,680000,140000,Petrol
38010,Daihatsu Move,Daihatsu ,2014,1350000,77000,Petrol
38011,Toyota Corolla,Toyota ,2018,2600000,80000,Petrol
38012,Toyota Corolla,Toyota ,2012,1590000,121000,Petrol
38013,Suzuki Margalla,Suzuki ,1996,650000,100000,Petrol
38014,Toyota Corolla,Toyota ,2005,2360000,127000,Petrol
38015,Toyota Vitz,Toyota ,2003,1150000,100000,Petrol
38016,Toyota Aqua,Toyota ,2017,3550000,34622,Petrol
38017,Suzuki Alto,Suzuki ,2019,1550000,7000,Petrol
38018,Suzuki Mehran,Suzuki ,1994,305000,100000,Petrol
38019,Honda Civic,Honda ,2006,1025000,140000,Petrol
38020,Toyota Prius,Toyota ,2006,1700000,150000,Petrol
38021,Nissan Dayz,Nissan ,2013,1300000,48000,Petrol
38022,Honda City,Honda ,2005,1170000,241000,Petrol
38023,Suzuki Khyber,Suzuki ,1998,445000,100000,Petrol
38024,Suzuki Mehran,Suzuki ,2013,690000,46000,Petrol
38025,Toyota Corolla,Toyota ,2016,2325000,55000,Petrol
38026,Toyota Mark,Toyota ,2006,2350000,85000,Petrol
38027,Mercedes Benz,Mercedes ,2011,4850000,74000,Petrol
38028,Toyota Corolla,Toyota ,2012,1600000,123000,Petrol
38029,Toyota Corolla,Toyota ,2004,2350000,125500,Petrol
38030,Suzuki Cultus,Suzuki ,2007,780000,58000,Petrol
38031,Toyota Corolla,Toyota ,2018,2550000,28000,Petrol
38032,FAW X-PV,FAW ,2019,1290000,11000,Petrol
38033,Toyota Corolla,Toyota ,2009,1325000,127000,Petrol
38034,Suzuki Mehran,Suzuki ,2017,750000,38000,Petrol
38035,Hyundai Santro,Hyundai ,2004,500000,68000,Petrol
38036,Honda Civic,Honda ,2013,1990000,102000,Petrol
38037,Toyota Belta,Toyota ,2006,1270000,125000,Petrol
38038,Suzuki Mehran,Suzuki ,2018,1050000,42000,Petrol
38039,Daihatsu Cuore,Daihatsu ,2007,525000,98000,Petrol
38040,Toyota Corolla,Toyota ,2015,2200000,50000,Petrol
38041,Toyota Land,Toyota ,1995,2250000,130000,Diesel
38042,Daihatsu Mira,Daihatsu ,2019,2475000,1926,Petrol
38043,Toyota Corolla,Toyota ,2015,2400000,70000,Petrol
38044,Suzuki Bolan,Suzuki ,2016,780000,85000,Petrol
38045,Suzuki Mehran,Suzuki ,2018,1000000,39000,Petrol
38046,Honda Vezel,Honda ,2015,3395000,75000,Petrol
38047,Toyota Corolla,Toyota ,2017,2250000,68000,Petrol
38048,Suzuki Alto,Suzuki ,2016,1350000,56000,Petrol
38049,Honda N,Honda ,2016,1700000,11900,Petrol
38050,Toyota Corolla,Toyota ,2009,1400000,200000,Petrol
38051,Suzuki Alto,Suzuki ,2016,1600000,25000,Petrol
38052,Toyota Aqua,Toyota ,2013,2350000,97000,Petrol
38053,Toyota Aqua,Toyota ,2012,2200000,85000,Hybrid
38054,Suzuki Alto,Suzuki ,2019,1530000,23889,Petrol
38055,Daihatsu Cuore,Daihatsu ,2002,535000,72000,Petrol
38056,Suzuki Cultus,Suzuki ,2018,1575000,45000,Petrol
38057,Toyota Corolla,Toyota ,2018,2700000,27000,Petrol
38058,Toyota Corolla,Toyota ,1997,900000,95000,Petrol
38059,Honda City,Honda ,2014,1785000,62000,Petrol
38060,Honda Civic,Honda ,2011,1775000,122000,Petrol
38061,Suzuki Bolan,Suzuki ,2015,930000,45000,Petrol
38062,Suzuki Every,Suzuki ,2014,1320000,52000,Petrol
38063,Suzuki Wagon,Suzuki ,2015,1525000,73000,Petrol
38064,Suzuki Mehran,Suzuki ,2016,760000,38224,Petrol
38065,Suzuki Cultus,Suzuki ,2013,1290000,50000,Petrol
38066,Suzuki Mehran,Suzuki ,2013,700000,90000,Petrol
38067,Toyota Corolla,Toyota ,2014,3100000,98000,Petrol
38068,Suzuki Ravi,Suzuki ,2019,1020000,11600,Petrol
38069,Suzuki Alto,Suzuki ,2005,630000,345000,Petrol
38070,Toyota Passo,Toyota ,2019,1950000,4852,Petrol
38071,Toyota Corolla,Toyota ,2019,2800000,6000,Petrol
38072,Toyota Prado,Toyota ,2005,6100000,120000,Diesel
38073,Honda Civic,Honda ,2011,1800000,180000,Petrol
38074,Daihatsu Cuore,Daihatsu ,2009,825000,186024,Petrol
38075,Suzuki Ravi,Suzuki ,2014,695000,46372,Petrol
38076,Suzuki Cultus,Suzuki ,2007,520000,54000,Petrol
38077,Suzuki Wagon,Suzuki ,2019,1650000,21000,Petrol
38078,Suzuki Cultus,Suzuki ,2008,800000,57000,Petrol
38079,Mitsubishi Pajero,Mitsubishi ,1990,850000,200000,Diesel
38080,Honda Civic,Honda ,2008,1375000,125000,Petrol
38081,Honda Civic,Honda ,2006,1250000,160000,Petrol
38082,Suzuki Alto,Suzuki ,2015,1650000,78632,Petrol
38083,Honda City,Honda ,2017,2150000,28000,Petrol
38084,Toyota Aqua,Toyota ,2016,2500000,52000,Petrol
38085,Suzuki Cultus,Suzuki ,2006,685000,120000,Petrol
38086,Suzuki Mehran,Suzuki ,2016,900000,50000,Petrol
38087,Suzuki Khyber,Suzuki ,1999,500000,85628,Petrol
38088,Toyota Aqua,Toyota ,2014,2400000,83000,Petrol
38089,Mercedes Benz,Mercedes ,2018,10000000,10000,Petrol
38090,Suzuki Alto,Suzuki ,2002,485000,100000,Petrol
38091,Toyota Vitz,Toyota ,2015,2400000,38500,Petrol
38092,Toyota Corolla,Toyota ,2016,2350000,195000,Petrol
38093,Suzuki Margalla,Suzuki ,1995,475000,100000,Petrol
38094,Toyota Corolla,Toyota ,1999,700000,128000,Petrol
38095,Suzuki Mehran,Suzuki ,2005,480000,150000,Petrol
38096,Toyota Corolla,Toyota ,2016,1990000,92000,Petrol
38097,Toyota Passo,Toyota ,2015,2080000,41200,Petrol
38098,Suzuki Swift,Suzuki ,2018,1700000,34000,Petrol
38099,Toyota Corolla,Toyota ,2004,950000,200000,Petrol
38100,Suzuki Swift,Suzuki ,2016,1550000,66000,Petrol
38101,Toyota Vitz,Toyota ,2007,1500000,100000,Petrol
38102,Suzuki Cultus,Suzuki ,2016,1275000,20000,Petrol
38103,Suzuki Mehran,Suzuki ,2012,432000,215000,Petrol
38104,Honda City,Honda ,2006,1100000,300000,Petrol
38105,Honda City,Honda ,1999,660000,85000,Petrol
38106,Suzuki Ravi,Suzuki ,2016,850000,75000,Petrol
38107,Suzuki Mehran,Suzuki ,2011,550000,60223,Petrol
38108,Honda Civic,Honda ,2002,875000,165000,Petrol
38109,Suzuki Mehran,Suzuki ,2001,450000,80000,Petrol
38110,Suzuki Mehran,Suzuki ,2018,925000,29000,Petrol
38111,Toyota Aqua,Toyota ,2015,2720000,45000,Petrol
38112,Toyota Vitz,Toyota ,2012,1500000,91771,Petrol
38113,Honda N,Honda ,2014,1675000,80000,Petrol
38114,Honda Civic,Honda ,2019,3900000,10800,Petrol
38115,Honda City,Honda ,2017,2100000,46000,Petrol
38116,Toyota Passo,Toyota ,2007,1050000,87000,Petrol
38117,Toyota Corolla,Toyota ,1992,1030000,150000,Petrol
38118,Suzuki Wagon,Suzuki ,2014,1135000,58000,Petrol
38119,Honda N,Honda ,2018,1820000,1238,Petrol
38120,Toyota Corolla,Toyota ,1995,1270000,85000,Petrol
38121,Toyota Corolla,Toyota ,2003,1050000,200000,Petrol
38122,Suzuki Mehran,Suzuki ,2016,725000,40000,Petrol
38123,Honda City,Honda ,2019,2450000,22500,Petrol
38124,Daihatsu Hijet,Daihatsu ,2013,1095000,103000,Petrol
38125,Toyota Prado,Toyota ,1996,2650000,300000,Diesel
38126,Suzuki Sj410,Suzuki ,1990,1600000,145000,Petrol
38127,Suzuki Mehran,Suzuki ,2017,800000,30000,Petrol
38128,Suzuki Alto,Suzuki ,2006,580000,185000,Petrol
38129,Toyota Corolla,Toyota ,2002,1500000,78541,Petrol
38130,Toyota Corolla,Toyota ,2019,2750000,21900,Petrol
38131,Suzuki Alto,Suzuki ,2012,1235000,43000,Petrol
38132,Suzuki Wagon,Suzuki ,2017,1490000,56000,Petrol
38133,Suzuki Alto,Suzuki ,2010,700000,130000,Petrol
38134,Audi A5,Audi ,2019,13500000,4600,Petrol
38135,Suzuki Mehran,Suzuki ,2015,755000,74000,Petrol
38136,Toyota Corolla,Toyota ,2018,3400000,27000,Petrol
38137,FAW X-PV,FAW ,2016,715000,130000,Petrol
38138,Toyota Corolla,Toyota ,2019,2700000,58300,Petrol
38139,Suzuki Alto,Suzuki ,2002,710000,120000,Petrol
38140,Suzuki Mehran,Suzuki ,2008,600000,55950,Petrol
38141,Suzuki Mehran,Suzuki ,2010,500000,40000,Petrol
38142,Toyota Aqua,Toyota ,2015,1250000,50000,Hybrid
38143,Honda Civic,Honda ,2017,3800000,92363,Petrol
38144,Suzuki Mehran,Suzuki ,2004,440000,120000,Petrol
38145,Honda Civic,Honda ,2013,2350000,88000,Petrol
38146,Suzuki Alto,Suzuki ,2010,715000,114000,Petrol
38147,Suzuki Cultus,Suzuki ,2018,1100000,71320,Petrol
38148,Honda Vezel,Honda ,2014,3350000,73000,Petrol
38149,Toyota Corolla,Toyota ,2012,1715000,43000,Petrol
38150,Toyota Vitz,Toyota ,1999,1300000,100000,Petrol
38151,Honda Civic,Honda ,1997,730000,100000,Petrol
38152,Suzuki Mehran,Suzuki ,2018,950000,5000,Petrol
38153,Honda Civic,Honda ,2017,3265000,62000,Petrol
38154,Toyota Corolla,Toyota ,2018,3175000,19500,Petrol
38155,Toyota Corolla,Toyota ,2019,1450000,30000,Petrol
38156,Honda City,Honda ,2013,1905000,50000,Petrol
38157,Toyota Corolla,Toyota ,2006,1100000,111100,Petrol
38158,Mazda RX8,Mazda ,2003,1550000,59000,Petrol
38159,Suzuki Mehran,Suzuki ,2016,790000,30000,Petrol
38160,Suzuki Jimny,Suzuki ,2013,1650000,33000,Petrol
38161,Honda Vezel,Honda ,2014,3500000,36000,Petrol
38162,Honda Civic,Honda ,2006,1050000,250000,Petrol
38163,Suzuki APV,Suzuki ,2007,1650000,189654,Petrol
38164,Toyota Prius,Toyota ,2014,3200000,93000,Hybrid
38165,Toyota Corolla,Toyota ,2013,1420000,100000,Petrol
38166,Suzuki Wagon,Suzuki ,2019,920000,40000,Petrol
38167,Toyota Corolla,Toyota ,2012,1525000,96000,Petrol
38168,Daihatsu Cuore,Daihatsu ,2008,700000,153000,Petrol
38169,Honda City,Honda ,2016,1950000,59000,Petrol
38170,Nissan Note,Nissan ,2017,2650000,25000,Hybrid
38171,Suzuki Cultus,Suzuki ,2007,650000,100000,Petrol
38172,Suzuki Cultus,Suzuki ,2011,900000,50000,Petrol
38173,Toyota Corolla,Toyota ,2018,2850000,36000,Petrol
38174,Suzuki Mehran,Suzuki ,2008,440000,123000,Petrol
38175,Toyota Corolla,Toyota ,2008,1350000,122000,Petrol
38176,Daihatsu Mira,Daihatsu ,2016,1650000,8100,Petrol
38177,Suzuki Cultus,Suzuki ,2009,915000,67000,Petrol
38178,Suzuki Bolan,Suzuki ,2008,490000,50000,Petrol
38179,Toyota Hilux,Toyota ,2017,7300000,7000,Diesel
38180,Suzuki Cultus,Suzuki ,2017,1650000,25000,Petrol
38181,Toyota Corolla,Toyota ,2009,1350000,200000,Petrol
38182,Mitsubishi Ek,Mitsubishi ,2012,1010000,130000,Petrol
38183,Suzuki Mehran,Suzuki ,2015,765000,64000,Petrol
38184,Honda City,Honda ,2015,1875000,88000,Petrol
38185,Toyota Corolla,Toyota ,2005,1100000,130000,Petrol
38186,Honda Civic,Honda ,2014,2250000,200000,Petrol
38187,Mitsubishi Lancer,Mitsubishi ,2005,925000,150875,Petrol
38188,Toyota Corolla,Toyota ,2019,3300000,10000,Petrol
38189,Suzuki Mehran,Suzuki ,2016,730000,49500,Petrol
38190,Suzuki Wagon,Suzuki ,2018,1450000,40000,Petrol
38191,Toyota Prius,Toyota ,2012,2425000,120000,Hybrid
38192,Honda Vezel,Honda ,2016,3500000,16740,Hybrid
38193,Suzuki Cultus,Suzuki ,2002,450000,80000,Petrol
38194,Honda Civic,Honda ,2008,1300000,90000,Petrol
38195,Toyota Prado,Toyota ,1996,2500000,150000,Diesel
